,Index,Tamil,English
113,113, பெரியண்ணன் பாணியில் நடக்குறாங்க.. திமுக மா.செக்கள் மீது கூட்டணி கட்சிகள் அதிருப்தி.. என்ன நடந்தது?, They are going in the style of Periannan.. Allies are dissatisfied with the DMK M.Cs.. What happened?
114,114,நகர்ப்புற உள்ளாட்சித் தேர்தல்.. 5ஆம் கட்ட வேட்பாளர் பட்டியலை வெளியிட்டது திமுக, DMK released the list of candidates for the 5th phase of urban local body elections
115,115, ட்விஸ்ட்! இந்த ஒரு மாவட்டத்தில் மட்டும் அதிமுக உடன் கைகோர்க்கும் தேமுதிக? இடப்பங்கீடும் ஓவர்!, Twist! DMDK join hands with AIADMK only in this one district? Allotment is over!
116,116,"பெட்ரோல், டீசல் : மார்ச் வரை விலை உயர வாய்ப்பில்லை ராஜா... காரணம் உங்க எல்லோருக்கும் தெரியுமே ","Petrol, Diesel: There is no chance of price increase till March, Raja... The reason is known to all of you"
117,117,டிஎன்பிஎஸ்சி தேர்வு எழுதும் அனைவரும் பிப்.28க்குள் ஆதாரை இணைக்க மறக்காதீங்க , All TNPSC candidates should remember to link Aadhaar by February 28
118,118,ஐஸ்வர்யா ரஜினிகாந்த்துக்கு கொரோனா பாதிப்பு உறுதி - ஆறுதல் சொன்ன கீதாஞ்சலி , Aishwarya Rajinikanth confirmed to be infected with Corona - Geetanjali consoled
119,119,"""ஓபனா சொல்றேன்"".. எல்லாமே என் கண்ட்ரோல்தான்.. அந்த ""நோட்டா"" கட்சி இருக்கே.. அதிரடி காட்டிய ஸ்டாலின்"," ""I will tell you"".. Everything is under my control.. That ""NOTA"" party is there.. Stalin showed action."
120,120, நகர்ப்புற உள்ளாட்சித் தேர்தல்: பம்பரத்தை ஒதுக்கிய தேர்தல் ஆணையம் - மதிமுகவினர் மகிழ்ச்சி ,Urban Local Body Elections: Election Commission Allotted Pamparat - Madhyamik is happy
121,121,விசிலடிக்கப்போகும் குக்கர்... தேர்தல் ஆணையத்தின் அறிவிப்பால் உற்சாகத்தில் அமமுக வேட்பாளர்கள் , Cooker going to whistle... AAMUK candidates are excited by the Election Commission's announcement
122,122,திருமாவளவனின் புது ரூட்.. திமுகவுக்கு வந்த தர்மசங்கடம்.. மென்று விழுங்கும் மதிமுக.. பரபரக்கும் களம், Thirumavalavan's new root.. Dharmasangadam came to DMK.. DMK is chewing and swallowing.
123,123,68 வயசு மாதிரியா தெரியுது.. நம்ம முதல்வர்தான்.. செம ஸ்பீடான ஒர்க் அவுட்.. 3 வீடியோக்கள் வெளியீடு ,Looks like 68 years old.. He is our chief.. Slow speed work out.. 3 videos release
124,124,கண்டுகொள்ளாத அதிமுக! கவலைகொள்ளாத சரத்குமார்! தனித்து களமிறங்கும் சமத்துவ மக்கள் கட்சி! , AIADMK who did not see! Don't worry Sarathkumar! The Equality People's Party is going to stand alone!
125,125,"பாஜக தனித்து போட்டியிடுவதால்.. அதிமுகவில் இணைந்தும், சுயேட்சையாகவும் களம் காணும் பாஜக நிர்வாகிகள்!", Since BJP is contesting alone.. BJP executives will join AIADMK and compete independently!
126,126,நெல்லையை தொடர்ந்து சென்னையிலும் திமுக பிரமுகர் வெட்டிக் கொலை.. பின்னணி என்ன? ," Following Nellai, DMK leader also hacked to death in Chennai.. What is the background?"
127,127,நான் உங்கள் வீட்டு பிள்ளை.. சூடு பிடித்த தேர்தல் களம்.. காலில் விழுந்து ஓட்டு கேட்கும் வேட்பாளர்கள் , am your house child.. The heated election field.. Candidates who fall on their feet and ask for votes
128,128,"""பஸ் ஏன் சார் லேட்டா எடுக்கறீங்க?"".. பெண் பயணி கேட்டதுதான் தாமதம்.. டிரைவர் தாக்கியதாக புகார் "," ""Sir, why are you taking the bus late?"".. The lady passenger asked that it was late.. She complained that the driver assaulted her."
