,Index,Tamil,English
113,113, முன்னாள் அமைச்சர் ஜெயக்குமார் ஜாமீன் மனு.. சென்னை ஹைகோர்ட் பிறப்பித்த முக்கிய உத்தரவு, Ex-minister Jayakumar's bail petition.. Important order issued by Madras High Court
114,114,ராணுவ தளவாடங்களை தயாரிக்க உள்நாட்டு நிறுவனங்களுக்கு ஊக்கம்! தமிழகத்திற்கு அதிக பலன்: டிஆர்டிஓ தலைவர்,Encourage domestic companies to produce military equipment! Greater benefit for Tamil Nadu: DRTO chief
115,115,திமுகவை பற்றி அப்பவே சொன்னேனே கேட்டீங்களா.. பாஜக இன்று வளர யார் காரணம்.. போட்டுடைத்த ஜான்பாண்டியன், Did you hear what I said about DMK then? Who is responsible for the growth of BJP today?
116,116, சரசவரவென குறையும் தினசரி கொரோனா.. இன்று வெறும் 348 பேருக்கு மட்டுமே வைரஸ் பாதிப்பு உறுதி, Daily Corona decreasing rapidly.. Today only 348 people are confirmed to be affected by the virus
117,117, சிஐடி காலனி இல்லத்திற்கு சென்ற முதல்வர் ஸ்டாலின்! ராஜாத்தி அம்மாளிடம் வாழ்த்து பெற்றார்,Chief Minister Stalin went to CIT Colony House! Rajathi congratulated Ammal
118,118,"""தென்னிந்தியாவின் தவிர்க்க முடியாத அரசியல் தலைவர்.."" முதல்வர் ஸ்டாலினுக்கு கமல் பிறந்த நாள் வாழ்த்து"," ""Indispensable political leader of South India.."" Kamal wishes CM Stalin on his birthday"
119,119,"பிம்பிள்ஸும், நிர்வாண வீடியோவும்.. இப்படியெல்லாம்கூட நடக்குமா.. கோவையை அதிர வைத்த இளைஞர்", Pimples and nude video.. Can all this happen.. The youth who rocked Coimbatore
120,120," சென்னை, ஒசூர், திருச்சி, சேலத்தை முந்திய கோவை.. மத்திய அரசின் பாதுகாப்பு துறை உற்பத்தியில் அசத்தல்","Coimbatore ahead of Chennai, Hosur, Trichy, Salem"
121,121, உக்ரைன் போர் எதிரொலி! 2022 கத்தார் கால்பந்து உலகக் கோப்பையில் இருந்து ரஷ்யா நீக்கம்! FIFA அதிரடி, Echoes of the war in Ukraine! Russia removed from 2022 Qatar Football World Cup! FIFA Action
122,122, தொடரும் போர்! உக்ரைனுக்கு மனிதாபிமான அடிப்படையில் உதவி.. இந்தியா அறிவிப்பு, The war continues! Aid to Ukraine on humanitarian basis.. India announcement
123,123, ஹைதராபாத்தில் திடீர் மீட்டிங்! அடுத்து கேசிஆர் உடன் கைகோர்க்கும் பிரசாந்த் கிஷோர்.. பரபர தகவல், Sudden meeting in Hyderabad! Prashant Kishore to join hands with KCR next.. Parapara information
124,124,இந்தியா மாஸ்டர்பிளான்! மேற்கு உலகமே திரண்டு வந்தாலும்.. ரஷ்யாவை எதிர்க்காத மோடி.. 5 பெரிய காரணங்கள்! ,India Masterplan! Even though the western world is gathering.. Modi does not oppose Russia.. 5 big reasons!
125,125, உக்ரைன் விவகாரம்.. இந்தியாவின் நிலைப்பாடு என்ன.. குடியரசுத் தலைவரிடம் நேரில் விளக்கிய பிரதமர் மோடி! , The issue of Ukraine.. What is India's position.. Prime Minister Modi explained to the President in person!
126,126,ஆபரேஷன் கங்கா.. மீட்பு பணியில் களமிறங்கிய‌ இந்திய விமானப்படை - பிரதமர் மோடி உத்தரவு! , Operation Ganga.. Indian Air Force launched rescue mission - Prime Minister Modi ordered!
127,127,'எய்ம்ஸ்' மருத்துவமனையைக் கொண்டுவருவோம்.. - மணிப்பூர் பிரசாரத்தில் பிரதமர் மோடி அறிவிப்பு! ,We will bring 'AIIMS' hospital... - PM Modi's announcement in Manipur campaign!
128,128, உக்ரைன் மீதான ரஷ்யாவின் யுத்தம்- உலக நாடுகள் எந்த பக்கம் நிற்கின்றன? , Russia's War on Ukraine - Which Side of the World Stands?
129,129,உக்ரைனில் ரஷ்ய தாக்குதலில் இறந்த கர்நாடக மாணவர்.. பெற்றோருக்கு போனில் பிரதமர் மோடி ஆறுதல் , Karnataka student who died in the Russian attack in Ukraine.. Prime Minister Modi consoled the parents on the phone
